name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,followup_outcome,followup_reason,final_confidence,screening_flags
"operation, computer, laptop, off mode","operation, computer, laptop, off mode",CA-QC,hour,review_pair,0.154783,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, medium intensity per hour"", ""reference product"": ""Use, laptop, medium intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-QC"", ""name"": ""operation, computer, laptop, off mode"", ""reference product"": ""operation, computer, laptop, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.154783,geographic_proxy; off_standby_operation_not_validated
"operation, computer, laptop, off mode","operation, computer, laptop, off mode",Europe without Switzerland,hour,review_pair,0.154783,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, medium intensity per hour"", ""reference product"": ""Use, laptop, medium intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""operation, computer, laptop, off mode"", ""reference product"": ""operation, computer, laptop, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.154783,geographic_proxy; off_standby_operation_not_validated
"operation, computer, laptop, off mode","operation, computer, laptop, off mode",RoW,hour,review_pair,0.154783,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, medium intensity per hour"", ""reference product"": ""Use, laptop, medium intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""operation, computer, laptop, off mode"", ""reference product"": ""operation, computer, laptop, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.154783,geographic_proxy; off_standby_operation_not_validated
"market for operation, computer, desktop, home use","operation, computer, desktop, home use",GLO,hour,review_pair,0.155367,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, smartphone, medium intensity per hour"", ""reference product"": ""Use, smartphone, medium intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for operation, computer, desktop, home use"", ""reference product"": ""operation, computer, desktop, home use"", ""unit"": ""hour""}",,,1.0,,reject_device_class,Desktop computer operation is not smartphone operation. Neither identity evidence nor an hourly unit establishes an equivalent service.,0.155367,geographic_proxy; desktop_to_smartphone_mismatch
"market for operation, computer, laptop, off mode","operation, computer, laptop, off mode",GLO,hour,review_pair,0.156957,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, medium intensity per hour"", ""reference product"": ""Use, laptop, medium intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for operation, computer, laptop, off mode"", ""reference product"": ""operation, computer, laptop, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.156957,geographic_proxy; off_standby_operation_not_validated
"basic oxygen furnace sludge, for recovery to generic market for supplementary cementitious materials",supplementary cementitious materials,RoW,kilogram,review_pair,0.158399,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Disposal, basic oxygen furnace wastes, 0% water, to residual material landfill"", ""reference product"": ""Disposal, basic oxygen furnace wastes, 0% water, to residual material landfill"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Basic oxygen furnace slag, at plant"", ""reference product"": ""Basic oxygen furnace slag, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""basic oxygen furnace sludge, for recovery to generic market for supplementary cementitious materials"", ""reference product"": ""supplementary cementitious materials"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,needs_residue_composition,"The source SCM co-products come from furnace dust/sludge, whereas the candidate is furnace slag. Recovery role alone does not establish composition or allocation equivalence.",0.158399,geographic_proxy
"shed construction, large, wood, non-insulated, fire-unprotected","shed, large, wood, non-insulated, fire-unprotected",RoW,square meter,review_pair,0.15863,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Building, hall, wood construction"", ""reference product"": ""Building, hall, wood construction"", ""unit"": ""square meter""}","{""location"": ""CH"", ""name"": ""Shed"", ""reference product"": ""Shed"", ""unit"": ""square meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""shed construction, large, wood, non-insulated, fire-unprotected"", ""reference product"": ""shed, large, wood, non-insulated, fire-unprotected"", ""unit"": ""square meter""}",,,1.0,,needs_material_and_process_scope,"Distinguish raw material, processed product and processing service, preserving composition, moisture and manufacturing boundary. Neither proxy is established as superior.",0.15863,geographic_proxy
"basic oxygen furnace dust, for recovery to generic market for supplementary cementitious materials",supplementary cementitious materials,RoW,kilogram,review_pair,0.160009,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Disposal, basic oxygen furnace wastes, 0% water, to residual material landfill"", ""reference product"": ""Disposal, basic oxygen furnace wastes, 0% water, to residual material landfill"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Basic oxygen furnace slag, at plant"", ""reference product"": ""Basic oxygen furnace slag, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""basic oxygen furnace dust, for recovery to generic market for supplementary cementitious materials"", ""reference product"": ""supplementary cementitious materials"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,needs_residue_composition,"The source SCM co-products come from furnace dust/sludge, whereas the candidate is furnace slag. Recovery role alone does not establish composition or allocation equivalence.",0.160009,geographic_proxy
"treatment of metal scrap, mixed, for recycling, unsorted, sorting","tinplate scrap, sorted",Europe without Switzerland,kilogram,review_pair,0.161011,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Waste paper, sorted, for further treatment"", ""reference product"": ""Waste paper, sorted, for further treatment"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Iron scrap, at plant"", ""reference product"": ""Iron scrap, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of metal scrap, mixed, for recycling, unsorted, sorting"", ""reference product"": ""tinplate scrap, sorted"", ""unit"": ""kilogram""}",,exact,1.0,choice_inherited_without_exact_source_review,accept_followup_proxy,"Tinplate scrap is ferrous scrap, not waste paper. Candidate loses the tin coating and sorting-specific boundary; retain a low-confidence scrap proxy.",0.4,geographic_proxy
"treatment of metal scrap, mixed, for recycling, unsorted, sorting","tinplate scrap, sorted",RoW,kilogram,review_pair,0.161011,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Waste paper, sorted, for further treatment"", ""reference product"": ""Waste paper, sorted, for further treatment"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Iron scrap, at plant"", ""reference product"": ""Iron scrap, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of metal scrap, mixed, for recycling, unsorted, sorting"", ""reference product"": ""tinplate scrap, sorted"", ""unit"": ""kilogram""}",,exact,1.0,choice_inherited_without_exact_source_review,accept_followup_proxy,"Tinplate scrap is ferrous scrap, not waste paper. Candidate loses the tin coating and sorting-specific boundary; retain a low-confidence scrap proxy.",0.4,geographic_proxy
fosetyl-Al production,sodium nitrate,RoW,kilogram,review_pair,0.163333,0.85,True,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""GLO"", ""name"": ""Sodium perchlorate, at plant"", ""reference product"": ""Sodium perchlorate, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Fosetyl-Al, at regional storage"", ""reference product"": ""xx Fosetyl-Al, at regional storage"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,reject_wrong_product,"The candidate names a different supplied compound or co-product, or confuses vegetable oil with fossil crude oil. Source activity words do not override the reference product; the old target is not thereby validated.",0.163333,geographic_proxy; deprecated_target
"market for operation, computer, desktop, office use","operation, computer, desktop, office use",GLO,hour,review_pair,0.163486,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, smartphone, medium intensity per hour"", ""reference product"": ""Use, smartphone, medium intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for operation, computer, desktop, office use"", ""reference product"": ""operation, computer, desktop, office use"", ""unit"": ""hour""}",,,1.0,,reject_device_class,Desktop computer operation is not smartphone operation. Neither identity evidence nor an hourly unit establishes an equivalent service.,0.163486,geographic_proxy; desktop_to_smartphone_mismatch
market for palm date,palm date,GLO,kilogram,review_pair,0.166432,0.7,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""MY"", ""name"": ""Palm oil, at oil mill"", ""reference product"": ""Palm oil, at oil mill"", ""unit"": ""kilogram""}","{""location"": ""MY"", ""name"": ""Palm fruit bunches, at farm"", ""reference product"": ""Palm fruit bunches, at farm"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for palm date"", ""reference product"": ""palm date"", ""unit"": ""kilogram""}",,good proxy,0.7,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.166432,geographic_proxy
"glass cullet, for Saint-Gobain ISOVER SA, Recycled Content cut-off","glass cullet, for Saint-Gobain ISOVER SA",GLO,kilogram,review_pair,0.167063,1,True,False,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Glass wool mat, bio-based binder ISOVER, at plant"", ""reference product"": ""Glass wool mat, bio-based binder ISOVER, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""xx Glass cullets, funnel glass, for CRT glass production, at plant"", ""reference product"": ""xx Glass cullets, funnel glass, for CRT glass production, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""glass cullet, for Saint-Gobain ISOVER SA, Recycled Content cut-off"", ""reference product"": ""glass cullet, for Saint-Gobain ISOVER SA"", ""unit"": ""kilogram""}",,exact,1.0,,needs_inventory_comparison,"Identity-level inspection finds no defensible superiority. Compare reference amount, composition, capacity and process boundary; neither retained nor candidate mapping is validated by this outcome.",0.167063,deprecated_target
"market for soda ash, light","soda ash, light",RoW,kilogram,review_pair,0.167841,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""Soda, powder, at plant"", ""reference product"": ""Soda, powder, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Sodium carbonate from ammonium chloride production, at plant"", ""reference product"": ""Sodium carbonate from ammonium chloride production, at plant"", ""unit"": ""kilogram""}",curated,"[Curated] Romain's CSV, auto-reconciled.",auto_reconciled_curated,inherited_location,reconciled_curated_3.10.csv,"{""location"": ""GLO"", ""name"": ""market for soda ash, light"", ""reference product"": ""soda ash, light"", ""unit"": ""kilogram""}",,,1.0,choice_inherited_without_exact_source_review,needs_inventory_comparison,"Identity-level inspection finds no defensible superiority. Compare reference amount, composition, capacity and process boundary; neither retained nor candidate mapping is validated by this outcome.",0.167841,geographic_proxy
stone wool production,stone wool,RoW,kilogram,review_pair,0.170066,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Stone meal, at regional storehouse"", ""reference product"": ""Stone meal, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Rock wool, at plant"", ""reference product"": ""Rock wool, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""stone wool production"", ""reference product"": ""stone wool"", ""unit"": ""kilogram""}",,exact,1.0,,accept_followup_identity,Stone wool is matched to rock wool rather than stone meal or glass wool; binder and density remain unverified.,0.8,geographic_proxy
"ferrous metal, in mixed metal scrap, Recycled Content cut-off","ferrous metal, in mixed metal scrap",GLO,kilogram,review_pair,0.170574,0.7,True,False,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""GLO"", ""name"": ""Disposal, Li-ions batteries, mixed technology"", ""reference product"": ""Disposal, Li-ions batteries, mixed technology"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""xx Electronics scrap, for precious metal recovery, at preparation plant"", ""reference product"": ""xx Electronics scrap, for precious metal recovery, at preparation plant"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""ferrous metal, in mixed metal scrap, Recycled Content cut-off"", ""reference product"": ""ferrous metal, in mixed metal scrap"", ""unit"": ""kilogram""}",,good proxy,0.7,,needs_inventory_comparison,"Identity-level inspection finds no defensible superiority. Compare reference amount, composition, capacity and process boundary; neither retained nor candidate mapping is validated by this outcome.",0.170574,deprecated_target
"dodecanol production, from coconut oil",dodecanol,GLO,kilogram,review_pair,0.170854,0.7,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""Fatty alcohol, from coconut oil, at plant"", ""reference product"": ""Fatty alcohol, from coconut oil, at plant"", ""unit"": ""kilogram""}","{""location"": ""PH"", ""name"": ""Crude coconut oil, at plant"", ""reference product"": ""Crude coconut oil, at plant"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""dodecanol production, from coconut oil"", ""reference product"": ""dodecanol"", ""unit"": ""kilogram""}",,good proxy,0.7,,reject_wrong_product,"The candidate names a different supplied compound or co-product, or confuses vegetable oil with fossil crude oil. Source activity words do not override the reference product; the old target is not thereby validated.",0.170854,geographic_proxy
market for stone wool,stone wool,GLO,kilogram,review_pair,0.171429,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Glass wool, market mix, at regional storage"", ""reference product"": ""Glass wool, market mix, at regional storage"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Rock wool, at plant"", ""reference product"": ""Rock wool, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,manual_overrides.json,"{""location"": ""GLO"", ""name"": ""market for stone wool"", ""reference product"": ""stone wool"", ""unit"": ""kilogram""}",,,1.0,,accept_followup_identity,Stone wool is matched to rock wool rather than stone meal or glass wool; binder and density remain unverified.,0.8,geographic_proxy
sponge iron production,sponge iron,IN,kilogram,review_pair,0.1725,0.4,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""Sinter, iron, at plant"", ""reference product"": ""Sinter, iron, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Cast iron, at plant"", ""reference product"": ""Cast iron, at plant"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""IN"", ""name"": ""sponge iron production"", ""reference product"": ""sponge iron"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_inventory_comparison,"Identity-level inspection finds no defensible superiority. Compare reference amount, composition, capacity and process boundary; neither retained nor candidate mapping is validated by this outcome.",0.1725,geographic_proxy
"market for soybean seed, for sowing","soybean seed, for sowing",GLO,kilogram,review_pair,0.174073,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""BR"", ""name"": ""Soybean oil, at oil mill"", ""reference product"": ""Soybean oil, at oil mill"", ""unit"": ""kilogram""}","{""location"": ""BR"", ""name"": ""Soybeans, at farm"", ""reference product"": ""Soybeans, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for soybean seed, for sowing"", ""reference product"": ""soybean seed, for sowing"", ""unit"": ""kilogram""}",,,1.0,,accept_followup_proxy,"Soybeans are closer to soybean seed than soybean oil, but seed grading and sowing quality are not represented; retain a low-confidence crop proxy.",0.4,geographic_proxy
palm date production,palm date,GLO,kilogram,review_pair,0.175667,0.7,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""MY"", ""name"": ""Palm oil, at oil mill"", ""reference product"": ""Palm oil, at oil mill"", ""unit"": ""kilogram""}","{""location"": ""MY"", ""name"": ""Palm fruit bunches, at farm"", ""reference product"": ""Palm fruit bunches, at farm"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""palm date production"", ""reference product"": ""palm date"", ""unit"": ""kilogram""}",,good proxy,0.7,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.175667,geographic_proxy
"treatment of sewage sludge, 75% water, WWT, WW from black chrome coating, sanitary landfill","sewage sludge, 75% water, WWT, WW from black chrome coating",GLO,kilogram,review_sludge_moisture,0.177027,0.7,False,True,Sludge water fractions differ; equal mass units do not establish a dry/wet-mass conversion.,"{""location"": ""GLO"", ""name"": ""Toner, black, used for printing, at user"", ""reference product"": ""Toner, black, used for printing, at user"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, refinery sludge, 89.5% water, to sanitary landfill"", ""reference product"": ""Disposal, refinery sludge, 89.5% water, to sanitary landfill"", ""unit"": ""kilogram""}",review,"[Manual] good proxy: rule: waste disposal, material-aligned | Reviewed by hand (Karin).",script_rule,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""treatment of sewage sludge, 75% water, WWT, WW from black chrome coating, sanitary landfill"", ""reference product"": ""sewage sludge, 75% water, WWT, WW from black chrome coating"", ""unit"": ""kilogram""}","rule: waste disposal, material-aligned",good proxy,0.7,,needs_moisture_and_composition,"Confirm wet/dry mass basis, water content, sludge composition and treatment route. A kilogram of differing-moisture sludge cannot be substituted one-for-one without evidence.",0.177027,geographic_proxy; waste_composition_and_mass_basis_unverified
"market for straw, stand-alone production","straw, stand-alone production",RoW,kilogram,review_pair,0.178333,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Rectangular straw bale, straw cultivation"", ""reference product"": ""Rectangular straw bale, straw cultivation"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Straw organic, at farm"", ""reference product"": ""Straw organic, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""market for straw, stand-alone production"", ""reference product"": ""straw, stand-alone production"", ""unit"": ""kilogram""}",,,1.0,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.178333,geographic_proxy
"treatment of bottom ash, MSWI, lignite ash, slag compartment","bottom ash, MSWI, lignite ash",GLO,kilogram,review_residue_composition,0.178916,0.7,False,True,Ash/residue composition and treatment origin need explicit review; shared ash/residue tokens are insufficient.,"{""location"": ""RER"", ""name"": ""Lignite, at mine"", ""reference product"": ""Lignite, at mine"", ""unit"": ""kilogram""}","{""location"": ""AT"", ""name"": ""Disposal, lignite ash, 0% water, to opencast refill"", ""reference product"": ""Disposal, lignite ash, 0% water, to opencast refill"", ""unit"": ""kilogram""}",review,"[Manual] good proxy: rule: waste disposal, material-aligned | Reviewed by hand (Karin).",script_rule,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""treatment of bottom ash, MSWI, lignite ash, slag compartment"", ""reference product"": ""bottom ash, MSWI, lignite ash"", ""unit"": ""kilogram""}","rule: waste disposal, material-aligned",good proxy,0.7,,needs_residue_composition,"Confirm waste composition, contaminant content, treatment route and recovered-product versus disposal boundary. Shared origin words do not establish residue equivalence.",0.178916,geographic_proxy; waste_composition_and_mass_basis_unverified
"straw production, stand-alone production","straw, stand-alone production",RoW,kilogram,review_pair,0.180965,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Rectangular straw bale, straw cultivation"", ""reference product"": ""Rectangular straw bale, straw cultivation"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Straw organic, at farm"", ""reference product"": ""Straw organic, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""straw production, stand-alone production"", ""reference product"": ""straw, stand-alone production"", ""unit"": ""kilogram""}",,,1.0,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.180965,geographic_proxy
market for meat and bone meal,meat and bone meal,RoW,kilogram,review_pair,0.181471,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""Rape meal, at oil mill"", ""reference product"": ""Rape meal, at oil mill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Stone meal, at regional storehouse"", ""reference product"": ""Stone meal, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""market for meat and bone meal"", ""reference product"": ""meat and bone meal"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,needs_inventory_comparison,"Identity-level inspection finds no defensible superiority. Compare reference amount, composition, capacity and process boundary; neither retained nor candidate mapping is validated by this outcome.",0.181471,geographic_proxy
motor scooter production,"motor scooter, 50 cubic cm engine",RoW,unit,review_pair,0.181599,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Maintenance, scooter"", ""reference product"": ""Maintenance, scooter"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Scooter, ICE, at regional storage"", ""reference product"": ""Scooter, ICE, at regional storage"", ""unit"": ""unit""}",curated,"[Curated] Romain's CSV, auto-reconciled.",auto_reconciled_curated,inherited_location,reconciled_curated_3.10.csv,"{""location"": ""RER"", ""name"": ""motor scooter production"", ""reference product"": ""motor scooter, 50 cubic cm engine"", ""unit"": ""unit""}",,,1.0,choice_inherited_without_exact_source_review,accept_followup_product_role,"The source supplies the vehicle itself, not burned fuel or maintenance. Candidate vehicle capacity/model remains a proxy.",0.6,geographic_proxy
"coke production, dry quenching",coal tar,CN,kilogram,review_pair,0.181894,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CN"", ""name"": ""Hard coal, at mine"", ""reference product"": ""Hard coal, at mine"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Tar, at coke plant"", ""reference product"": ""Tar, at coke plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CN"", ""name"": ""coke production, dry quenching"", ""reference product"": ""coal tar"", ""unit"": ""kilogram""}",,exact,1.0,,accept_followup_identity,"The coke-production co-product is coal tar, not hard coal; the candidate supplies tar at a coke plant.",0.75,geographic_proxy
"coke production, wet quenching",coal tar,CN,kilogram,review_pair,0.181894,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CN"", ""name"": ""Hard coal, at mine"", ""reference product"": ""Hard coal, at mine"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Tar, at coke plant"", ""reference product"": ""Tar, at coke plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CN"", ""name"": ""coke production, wet quenching"", ""reference product"": ""coal tar"", ""unit"": ""kilogram""}",,exact,1.0,,accept_followup_identity,"The coke-production co-product is coal tar, not hard coal; the candidate supplies tar at a coke plant.",0.75,geographic_proxy
"treatment of sewage sludge, 97% water, WWT, WW from tube collector production, landfarming","sewage sludge, 97% water, WWT, WW from tube collector production",RoW,kilogram,review_sludge_moisture,0.181915,1,True,True,Sludge water fractions differ; equal mass units do not establish a dry/wet-mass conversion.,"{""location"": ""GLO"", ""name"": ""Copper collector foil production, for Li-ion battery"", ""reference product"": ""Copper collector foil production, for Li-ion battery"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""xx Disposal, refinery sludge, 89.5% water, to landfarming"", ""reference product"": ""xx Disposal, refinery sludge, 89.5% water, to landfarming"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of sewage sludge, 97% water, WWT, WW from tube collector production, landfarming"", ""reference product"": ""sewage sludge, 97% water, WWT, WW from tube collector production"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,needs_moisture_and_composition,"Confirm wet/dry mass basis, water content, sludge composition and treatment route. A kilogram of differing-moisture sludge cannot be substituted one-for-one without evidence.",0.181915,geographic_proxy; deprecated_target; waste_composition_and_mass_basis_unverified
