name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,screening_flags,followup_outcome,followup_reason,final_confidence
market for flyash brick,flyash brick,IN,kilogram,same_target,0.207333,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Brick, at plant"", ""reference product"": ""Brick, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Brick, at plant"", ""reference product"": ""Brick, at plant"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""IN"", ""name"": ""market for flyash brick"", ""reference product"": ""flyash brick"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207333
market for flyash brick,flyash brick,RoW,kilogram,same_target,0.207333,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Brick, at plant"", ""reference product"": ""Brick, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Brick, at plant"", ""reference product"": ""Brick, at plant"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""market for flyash brick"", ""reference product"": ""flyash brick"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207333
"pitch production, petroleum refinery operation",pitch,BR,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""BR"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"pitch production, petroleum refinery operation",pitch,CO,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CO"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"pitch production, petroleum refinery operation",pitch,Europe without Switzerland,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"pitch production, petroleum refinery operation",pitch,IN,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""IN"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"pitch production, petroleum refinery operation",pitch,PE,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""PE"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"pitch production, petroleum refinery operation",pitch,RoW,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"pitch production, petroleum refinery operation",pitch,ZA,kilogram,same_target,0.207353,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Petroleum coke, at refinery"", ""reference product"": ""Petroleum coke, at refinery"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""ZA"", ""name"": ""pitch production, petroleum refinery operation"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207353
"market for pea seed, for sowing","pea seed, for sowing",GLO,kilogram,same_target,0.207522,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Pea seed IP, at regional storehouse"", ""reference product"": ""Pea seed IP, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Pea seed IP, at regional storehouse"", ""reference product"": ""Pea seed IP, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for pea seed, for sowing"", ""reference product"": ""pea seed, for sowing"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207522
"market for rye seed, for sowing","rye seed, for sowing",GLO,kilogram,same_target,0.207522,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Rye seed IP, at regional storehouse"", ""reference product"": ""Rye seed IP, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Rye seed IP, at regional storehouse"", ""reference product"": ""Rye seed IP, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for rye seed, for sowing"", ""reference product"": ""rye seed, for sowing"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207522
"market for potato seed, Swiss integrated production, for setting","potato seed, Swiss integrated production, for setting",GLO,kilogram,same_target,0.207847,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Potato seed IP, at farm"", ""reference product"": ""Potato seed IP, at farm"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Potato seed IP, at farm"", ""reference product"": ""Potato seed IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for potato seed, Swiss integrated production, for setting"", ""reference product"": ""potato seed, Swiss integrated production, for setting"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207847
"catch crop growing, sunflower, August-October, organic fertiliser 20 kg N",sunflower silage,RoW,kilogram,same_target,0.207915,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Sunflower IP, at farm"", ""reference product"": ""Sunflower IP, at farm"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Sunflower IP, at farm"", ""reference product"": ""Sunflower IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""catch crop growing, sunflower, August-October, organic fertiliser 20 kg N"", ""reference product"": ""sunflower silage"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207915
"catch crop growing, sunflower, August-October, organic fertiliser 30 kg N",sunflower silage,RoW,kilogram,same_target,0.207915,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Sunflower IP, at farm"", ""reference product"": ""Sunflower IP, at farm"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Sunflower IP, at farm"", ""reference product"": ""Sunflower IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""catch crop growing, sunflower, August-October, organic fertiliser 30 kg N"", ""reference product"": ""sunflower silage"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.207915
"treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment","bottom ash, MSWI-WWT-SLF, waste emulsion paint",Europe without Switzerland,kilogram,same_target,0.208084,0.4,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment"", ""reference product"": ""bottom ash, MSWI-WWT-SLF, waste emulsion paint"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.208084
"treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment","bottom ash, MSWI-WWT-SLF, waste emulsion paint",RoW,kilogram,same_target,0.208084,0.4,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment"", ""reference product"": ""bottom ash, MSWI-WWT-SLF, waste emulsion paint"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.208084
"market for heat and power co-generation unit, organic Rankine cycle, 3MW electrical","heat and power co-generation unit, organic Rankine cycle, 3MW electrical",GLO,unit,same_target,0.208243,0.4,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Power supply unit, at plant"", ""reference product"": ""Power supply unit, at plant"", ""unit"": ""unit""}","{""location"": ""GLO"", ""name"": ""Power supply unit, at plant"", ""reference product"": ""Power supply unit, at plant"", ""unit"": ""unit""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for heat and power co-generation unit, organic Rankine cycle, 3MW electrical"", ""reference product"": ""heat and power co-generation unit, organic Rankine cycle, 3MW electrical"", ""unit"": ""unit""}",,rough proxy,0.4,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.208243
"biomethane, low pressure burned in solid oxide fuel cell, with micro gas turbine, 180kWe, future","heat, future",RoW,megajoule,same_target,0.208647,0.4,True,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""xx Heat, natural gas, allocation exergy, at SOFC-GT fuel cell 180kWe, future"", ""reference product"": ""xx Heat, natural gas, allocation exergy, at SOFC-GT fuel cell 180kWe, future"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""xx Heat, natural gas, allocation exergy, at SOFC-GT fuel cell 180kWe, future"", ""reference product"": ""xx Heat, natural gas, allocation exergy, at SOFC-GT fuel cell 180kWe, future"", ""unit"": ""megajoule""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""biomethane, low pressure burned in solid oxide fuel cell, with micro gas turbine, 180kWe, future"", ""reference product"": ""heat, future"", ""unit"": ""megajoule""}",,rough proxy,0.4,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.208647
"market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth","heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth",GLO,unit,same_target,0.209167,0.4,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Power supply unit, at plant"", ""reference product"": ""Power supply unit, at plant"", ""unit"": ""unit""}","{""location"": ""GLO"", ""name"": ""Power supply unit, at plant"", ""reference product"": ""Power supply unit, at plant"", ""unit"": ""unit""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth"", ""reference product"": ""heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth"", ""unit"": ""unit""}",,rough proxy,0.4,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209167
"photovoltaic mounting system production, for flat-roof installation","photovoltaic mounting system, for flat-roof installation",RoW,square meter,same_target,0.209353,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Flat roof construction, on roof"", ""reference product"": ""Flat roof construction, on roof"", ""unit"": ""square meter""}","{""location"": ""RER"", ""name"": ""Flat roof construction, on roof"", ""reference product"": ""Flat roof construction, on roof"", ""unit"": ""square meter""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""photovoltaic mounting system production, for flat-roof installation"", ""reference product"": ""photovoltaic mounting system, for flat-roof installation"", ""unit"": ""square meter""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209353
"aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off","aluminium scrap, post-consumer, prepared for melting",GLO,kilogram,same_target,0.209454,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Aluminium scrap, new, at plant"", ""reference product"": ""Aluminium scrap, new, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Aluminium scrap, new, at plant"", ""reference product"": ""Aluminium scrap, new, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off"", ""reference product"": ""aluminium scrap, post-consumer, prepared for melting"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209454
"tinplate, in mixed metal scrap, Recycled Content cut-off","tinplate, in mixed metal scrap",GLO,kilogram,same_target,0.209604,0.7,True,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""xx Electronics scrap, for precious metal recovery, at preparation plant"", ""reference product"": ""xx Electronics scrap, for precious metal recovery, at preparation plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""xx Electronics scrap, for precious metal recovery, at preparation plant"", ""reference product"": ""xx Electronics scrap, for precious metal recovery, at preparation plant"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""tinplate, in mixed metal scrap, Recycled Content cut-off"", ""reference product"": ""tinplate, in mixed metal scrap"", ""unit"": ""kilogram""}",,good proxy,0.7,,deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209604
"market for sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey","sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey",RoW,kilogram,same_target,0.209621,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, biowaste, to anaerobic digestion"", ""reference product"": ""Disposal, biowaste, to anaerobic digestion"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, biowaste, to anaerobic digestion"", ""reference product"": ""Disposal, biowaste, to anaerobic digestion"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""market for sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey"", ""reference product"": ""sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209621
"market for sewage sludge, 97% water, WWT[R], WW from anaerobic digestion of whey","sewage sludge, 97% water, WWT[R], WW from anaerobic digestion of whey",RoW,kilogram,same_target,0.209621,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, biowaste, to anaerobic digestion"", ""reference product"": ""Disposal, biowaste, to anaerobic digestion"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, biowaste, to anaerobic digestion"", ""reference product"": ""Disposal, biowaste, to anaerobic digestion"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""market for sewage sludge, 97% water, WWT[R], WW from anaerobic digestion of whey"", ""reference product"": ""sewage sludge, 97% water, WWT[R], WW from anaerobic digestion of whey"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209621
"shavings, hardwood, measured as dry mass to generic market for residual wood, dry","residual wood, dry",CA-QC,cubic meter,same_target,0.209629,1,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""reference product"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""RER"", ""name"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""reference product"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-QC"", ""name"": ""shavings, hardwood, measured as dry mass to generic market for residual wood, dry"", ""reference product"": ""residual wood, dry"", ""unit"": ""cubic meter""}",,,1.0,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209629
"shavings, hardwood, measured as dry mass to generic market for residual wood, dry","residual wood, dry",Europe without Switzerland,cubic meter,same_target,0.209629,1,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""reference product"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""RER"", ""name"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""reference product"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""shavings, hardwood, measured as dry mass to generic market for residual wood, dry"", ""reference product"": ""residual wood, dry"", ""unit"": ""cubic meter""}",,,1.0,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209629
"shavings, hardwood, measured as dry mass to generic market for residual wood, dry","residual wood, dry",RoW,cubic meter,same_target,0.209629,1,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""reference product"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""RER"", ""name"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""reference product"": ""xxx Residual wood, hardwood, under bark, u=80%, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""shavings, hardwood, measured as dry mass to generic market for residual wood, dry"", ""reference product"": ""residual wood, dry"", ""unit"": ""cubic meter""}",,,1.0,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209629
"market for clover seed, Swiss integrated production, for sowing","clover seed, Swiss integrated production, for sowing",GLO,kilogram,same_target,0.209862,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Clover seed IP, at farm"", ""reference product"": ""Clover seed IP, at farm"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Clover seed IP, at farm"", ""reference product"": ""Clover seed IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for clover seed, Swiss integrated production, for sowing"", ""reference product"": ""clover seed, Swiss integrated production, for sowing"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.209862
"market for antimony slag, water-quenched","antimony slag, water-quenched",GLO,kilogram,same_target,0.210583,0.4,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Disposal, lead smelter slag, 0% water, to residual material landfill"", ""reference product"": ""Disposal, lead smelter slag, 0% water, to residual material landfill"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Disposal, lead smelter slag, 0% water, to residual material landfill"", ""reference product"": ""Disposal, lead smelter slag, 0% water, to residual material landfill"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for antimony slag, water-quenched"", ""reference product"": ""antimony slag, water-quenched"", ""unit"": ""kilogram""}",,rough proxy,0.4,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.210583
"petrol production, low-sulfur","petrol, low-sulfur",Europe without Switzerland,kilogram,same_target,0.210712,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Petrol, at refinery"", ""reference product"": ""Petrol, at refinery"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Petrol, at refinery"", ""reference product"": ""Petrol, at refinery"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""petrol production, low-sulfur"", ""reference product"": ""petrol, low-sulfur"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.210712
"petrol production, low-sulfur","petrol, low-sulfur",RoW,kilogram,same_target,0.210712,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Petrol, at refinery"", ""reference product"": ""Petrol, at refinery"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Petrol, at refinery"", ""reference product"": ""Petrol, at refinery"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""petrol production, low-sulfur"", ""reference product"": ""petrol, low-sulfur"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.210712
"treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery",fly ash and scrubber sludge,Europe without Switzerland,kilogram,same_target,0.210746,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery"", ""reference product"": ""fly ash and scrubber sludge"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.210746
