name,reference product,location,unit,previous_target,branch_target,selected_target,outcome,previous_confidence,confidence,amount_factor,selection_source,reason,limitations
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",GB,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",GR,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",HR,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",HU,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",IE,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",IT,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",JP,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",KR,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",LU,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",LV,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",MT,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",NL,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",NO,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",PL,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",PT,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",RO,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",RU,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",RoW,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",SE,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",SI,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",SK,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
