name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",IN-RJ,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",IN-TN,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",IN-UP,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",IN-UT,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",IT,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""IT"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",JP,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""JP"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",LV,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""LV"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",MK,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""MK"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",NO,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""NO"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",PE,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""PE"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",RS,kilowatt hour,accept_energy_fuel,0.504315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""RS"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",RoW,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",US-ASCC,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",US-MRO,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",US-NPCC,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",US-RFC,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",US-SERC,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, alpine region","electricity, high voltage",US-WECC,kilowatt hour,accept_energy_fuel,0.444315,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",AR,kilowatt hour,accept_energy_fuel,0.503,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""AR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",BR-North-eastern grid,kilowatt hour,accept_energy_fuel,0.443,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",BR-Northern grid,kilowatt hour,accept_energy_fuel,0.443,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",BR-South-eastern/Mid-western grid,kilowatt hour,accept_energy_fuel,0.443,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",BR-Southern grid,kilowatt hour,accept_energy_fuel,0.443,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",CO,kilowatt hour,accept_energy_fuel,0.503,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",ID,kilowatt hour,accept_energy_fuel,0.503,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""ID"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",MY,kilowatt hour,accept_energy_fuel,0.503,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""MY"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",RoW,kilowatt hour,accept_energy_fuel,0.443,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, reservoir, tropical region","electricity, high voltage",TH,kilowatt hour,accept_energy_fuel,0.503,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""TH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""reference product"": ""Electricity, hydropower, at reservoir power plant, alpine region"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, hydro, run-of-river","electricity, high voltage",AR,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""AR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",AT,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""AT"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",AU,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""AU"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",BA,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""BA"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",BE,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""BE"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",BG,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""BG"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-AB,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-BC,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-MB,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-NB,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-NF,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-NS,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-NT,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-ON,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-PE,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
